1,1,316.0299999999999,618.535,-1,-1,1,-1,-1,-1
1,2,542.0649999999999,541.455,-1,-1,1,-1,-1,-1
2,1,331.6449999999999,617.4399999999999,-1,-1,1,-1,-1,-1
2,2,556.0849999999999,538.16,-1,-1,1,-1,-1,-1
3,1,339.46,617.2850000000001,-1,-1,1,-1,-1,-1
3,2,573.9349999999998,538.05,-1,-1,1,-1,-1,-1
4,1,355.15999999999997,616.555,-1,-1,1,-1,-1,-1
4,2,590.3199999999999,537.8299999999999,-1,-1,1,-1,-1,-1
5,1,370.815,615.235,-1,-1,1,-1,-1,-1
5,2,609.6849999999998,535.6199999999999,-1,-1,1,-1,-1,-1
6,1,379.80999999999995,615.7,-1,-1,1,-1,-1,-1
6,2,625.05,529.975,-1,-1,1,-1,-1,-1
7,1,387.25,615.0899999999999,-1,-1,1,-1,-1,-1
7,2,640.95,528.1299999999999,-1,-1,1,-1,-1,-1
8,1,396.045,610.0599999999998,-1,-1,1,-1,-1,-1
8,2,657.17,526.055,-1,-1,1,-1,-1,-1
9,1,403.51,608.45,-1,-1,1,-1,-1,-1
9,2,675.015,520.04,-1,-1,1,-1,-1,-1
10,1,411.56499999999994,606.3699999999999,-1,-1,1,-1,-1,-1
10,2,691.1499999999999,513.965,-1,-1,1,-1,-1,-1
11,1,435.235,601.285,-1,-1,1,-1,-1,-1
11,2,707.94,510.30999999999995,-1,-1,1,-1,-1,-1
12,1,443.04999999999995,599.04,-1,-1,1,-1,-1,-1
12,2,725.8099999999998,503.485,-1,-1,1,-1,-1,-1
13,1,458.9249999999999,593.48,-1,-1,1,-1,-1,-1
13,2,741.22,497.96999999999997,-1,-1,1,-1,-1,-1
14,1,467.925,591.3749999999999,-1,-1,1,-1,-1,-1
14,2,762.49,494.47499999999997,-1,-1,1,-1,-1,-1
15,1,474.9149999999999,586.1199999999999,-1,-1,1,-1,-1,-1
15,2,779.9499999999999,489.50499999999994,-1,-1,1,-1,-1,-1
16,1,491.49499999999995,584.0799999999999,-1,-1,1,-1,-1,-1
16,2,801.1049999999999,486.28499999999997,-1,-1,1,-1,-1,-1
17,1,507.095,582.53,-1,-1,1,-1,-1,-1
17,2,819.9649999999999,481.3399999999999,-1,-1,1,-1,-1,-1
18,1,522.69,576.2149999999999,-1,-1,1,-1,-1,-1
18,2,838.7149999999999,479.41,-1,-1,1,-1,-1,-1
19,1,539.3099999999998,574.25,-1,-1,1,-1,-1,-1
19,2,860.4749999999998,473.54499999999996,-1,-1,1,-1,-1,-1
20,1,554.25,569.115,-1,-1,1,-1,-1,-1
20,2,882.48,470.7799999999999,-1,-1,1,-1,-1,-1
21,1,571.0849999999999,567.2850000000001,-1,-1,1,-1,-1,-1
21,2,902.3849999999999,469.54999999999995,-1,-1,1,-1,-1,-1
