1,1,291.7849999999999,666.55,-1,-1,1,-1,-1,-1
2,1,313.61999999999995,666.0699999999999,-1,-1,1,-1,-1,-1
3,1,331.705,666.1,-1,-1,1,-1,-1,-1
4,1,349.78499999999997,665.52,-1,-1,1,-1,-1,-1
5,1,368.44499999999994,665.4899999999999,-1,-1,1,-1,-1,-1
6,1,384.96999999999997,664.3,-1,-1,1,-1,-1,-1
7,1,398.555,662.7349999999999,-1,-1,1,-1,-1,-1
8,1,416.11999999999995,663.0249999999999,-1,-1,1,-1,-1,-1
9,1,429.21,658.5649999999999,-1,-1,1,-1,-1,-1
10,1,448.22999999999996,661.8999999999999,-1,-1,1,-1,-1,-1
11,1,464.38999999999993,658.275,-1,-1,1,-1,-1,-1
12,1,481.77,656.41,-1,-1,1,-1,-1,-1
13,1,500.69499999999994,654.015,-1,-1,1,-1,-1,-1
14,1,522.3349999999999,648.9649999999998,-1,-1,1,-1,-1,-1
15,1,547.7099999999999,647.3,-1,-1,1,-1,-1,-1
16,1,576.9549999999999,647.2950000000001,-1,-1,1,-1,-1,-1
17,1,610.08,646.6149999999999,-1,-1,1,-1,-1,-1
18,1,648.62,646.975,-1,-1,1,-1,-1,-1
19,1,682.4449999999998,641.7049999999999,-1,-1,1,-1,-1,-1
20,1,722.6849999999998,642.05,-1,-1,1,-1,-1,-1
21,1,762.795,642.73,-1,-1,1,-1,-1,-1
22,1,803.03,642.4449999999998,-1,-1,1,-1,-1,-1
23,1,842.4499999999999,641.875,-1,-1,1,-1,-1,-1
24,1,883.2399999999999,642.3499999999999,-1,-1,1,-1,-1,-1
25,1,925.1549999999999,642.755,-1,-1,1,-1,-1,-1
26,1,964.93,642.3050000000001,-1,-1,1,-1,-1,-1
27,1,1009.5699999999997,647.085,-1,-1,1,-1,-1,-1
28,1,1049.4149999999997,647.6999999999999,-1,-1,1,-1,-1,-1
29,1,1089.5249999999999,647.86,-1,-1,1,-1,-1,-1
30,1,1129.755,647.75,-1,-1,1,-1,-1,-1
31,1,1169.26,642.97,-1,-1,1,-1,-1,-1
32,1,1210.485,642.1349999999999,-1,-1,1,-1,-1,-1
33,1,1252.8400000000001,640.725,-1,-1,1,-1,-1,-1
34,1,1298.21,634.3299999999999,-1,-1,1,-1,-1,-1
35,1,1340.655,632.1649999999998,-1,-1,1,-1,-1,-1
36,1,1380.8899999999996,626.8299999999998,-1,-1,1,-1,-1,-1
37,1,1425.9749999999997,625.6849999999998,-1,-1,1,-1,-1,-1
38,1,1465.2749999999999,623.9449999999999,-1,-1,1,-1,-1,-1
39,1,1492.685,615.385,-1,-1,1,-1,-1,-1
